epoch,loss,precision,val_loss,val_precision
0,0.6765365600585938,0.7970823645591736,0.5593720078468323,0.8478211760520935
1,0.5502310395240784,0.8433137536048889,0.5059055685997009,0.8713892698287964
2,0.49351948499679565,0.8632462024688721,0.49972185492515564,0.8505648374557495
3,0.4629235565662384,0.8760016560554504,0.4650784730911255,0.8731527328491211
4,0.4338203966617584,0.882827639579773,0.47377583384513855,0.8681270480155945
5,0.40463387966156006,0.8929204344749451,0.4635610282421112,0.87660813331604
6,0.3798960745334625,0.8998406529426575,0.47149619460105896,0.871252179145813
