epoch,loss,precision,val_loss,val_precision
0,0.5447116494178772,0.8312525749206543,0.5430930256843567,0.8622989654541016
1,0.5455830097198486,0.8306575417518616,0.5449452996253967,0.7954062819480896
2,0.5440767407417297,0.8309226632118225,0.5170722603797913,0.8484306931495667
