epoch,loss,precision,val_loss,val_precision
0,0.4898863136768341,0.8597838282585144,0.4270220100879669,0.8904833793640137
1,0.38364437222480774,0.8924559354782104,0.4038512706756592,0.8866146206855774
2,0.3335166275501251,0.9030820727348328,0.41039398312568665,0.8759873509407043
3,0.2963499128818512,0.9127159118652344,0.4253893494606018,0.865587592124939
4,0.2673090696334839,0.9194873571395874,0.43671926856040955,0.8613138794898987
